song_id,artist,title,num_bars,song_score
chunk7_row64097,YONAS,Life Aint Easy,49,0.286290
chunk7_row64135,Eminem,Richard Solo Version,37,0.298349
chunk7_row64138,Jadakiss,Somehow Some Way CIH3,64,0.293743
chunk7_row64173,Boosie Badazz,Lava House Freestyle,48,0.202476
chunk7_row64342,Big Pun,Resurrection,63,0.292604
chunk7_row64350,Daze (Rap),Product 80,63,0.270157
chunk7_row64356,Topaz Jones,Study Hall,34,0.233128
chunk7_row64361,Aziz,1991: Gotta Have It,31,0.201550
chunk7_row64362,Lil Wayne,Anything,46,0.324002
chunk7_row64386,2Pac,Dear Mama Frank Nitty Remix,101,0.315788
chunk7_row64393,YONAS,Midnight City,35,0.270674
chunk7_row64399,Big Pun,Loco Bananas,100,0.234967
chunk7_row64401,Aziz,1992: Fakin The Funk,19,0.298309
chunk7_row64413,Lil Wayne,Paper Planes remix,63,0.266210
chunk7_row64455,Aziz,Power In Attention,127,0.250965
chunk7_row64456,Aziz,Spaced Out Introduction,56,0.280033
chunk7_row64458,Aziz,Boom Bap,38,0.246335
chunk7_row64459,Aziz,Dreams Come True,71,0.322869
chunk7_row64461,Aziz,Doing Good,60,0.273134
chunk7_row64463,Aziz,Loved You So,63,0.196113
chunk7_row64468,Aziz,Bring A Dutch,49,0.273643
chunk7_row64469,Aziz,Chilly Chill,44,0.244107
chunk7_row64471,Aziz,Comatose,53,0.174692
chunk7_row64475,Aziz,Hold That,61,0.247890
chunk7_row64476,Aziz,Ode To Pete Rock,51,0.269447
chunk7_row64480,Aziz,On My Way,66,0.271960
chunk7_row64490,Aziz,1993: Hip Hop Hooray,34,0.251024
chunk7_row64491,Aziz,1994: One Love,17,0.367285
chunk7_row64492,Aziz,1995: How High,49,0.251232
chunk7_row64493,Aziz,1996: Dead Presidents,33,0.279416
chunk7_row64494,Aziz,1997: Triumph,28,0.246439
chunk7_row64495,Aziz,1998: Take Your Time,36,0.222525
chunk7_row64496,Aziz,1999: Full Clip,38,0.219280
chunk7_row64497,Aziz,2000: Move Something,32,0.215668
chunk7_row64498,Aziz,2001: Worst Comes To Worst,20,0.281876
chunk7_row64499,Aziz,2002: From tha Chuuuch to Da Palace,22,0.183400
chunk7_row64500,Aziz,2003: The Red,20,0.276085
chunk7_row64501,Aziz,2004: Get Em High,45,0.272794
chunk7_row64503,Aziz,2005: Lovin It,20,0.331417
chunk7_row64504,Aziz,2006: Wont Do,36,0.196463
chunk7_row64505,Aziz,2007: The Narrow Path,51,0.234317
chunk7_row64506,Aziz,2008: Trap Door,31,0.288555
chunk7_row64508,Aziz,2009: Venus vs. Mars,50,0.223863
chunk7_row64509,Aziz,2010: Shine Blockas,36,0.319671
chunk7_row64510,Aziz,2011: Shot Caller,28,0.238752
chunk7_row64533,Earl Sweatshirt,Hoarse,49,0.320114
chunk7_row64537,PAZ,Swag On A Milli,52,0.208482
chunk7_row64550,Iggy Azalea,Murda Bizness,59,0.327585
chunk7_row64751,AES,Pray For Reign,48,0.219962
chunk7_row64752,AES,Lambs Blood,18,0.261804
chunk7_row64754,AES,Sodom  Gomorrah Meditaton Freestyle,29,0.152891
chunk7_row64755,AES,Immortal,51,0.219195
chunk7_row64756,AES,Red Sea,33,0.210188
chunk7_row64821,Bun B,Draped Up Album Remix,112,0.251003
chunk7_row64860,Kurupt,Im Burnt,28,0.245261
chunk7_row64927,Rakim,After You Die,48,0.353190
chunk7_row64943,Kendrick Lamar,The Recipe,123,0.218078
chunk7_row64994,Azealia Banks,Us,65,0.261444
chunk7_row65004,Eminem,8 Mile: The Lunch Truck Battle,49,0.257299
chunk7_row65009,Kool G Rap,Goin In,76,0.283300
chunk7_row65010,V-Nasty,Pray For My City,50,0.236024
chunk7_row65048,Lil Wayne,What He Does,56,0.252419
chunk7_row65073,Azealia Banks,Fuck Up the Fun,76,0.260567
chunk7_row65089,Beanie Sigel,Shot Caller Freestyle,44,0.258007
chunk7_row65137,Shabazz Palaces,Youlogy,61,0.253800
chunk7_row65140,Ab-Soul,LTM,88,0.251044
chunk7_row65204,Ab-Soul,Almost There,56,0.247154
chunk7_row65211,Maffew Ragazino,Blue Rubies,46,0.272470
chunk7_row65290,Ab-Soul,Terrorist Threats,97,0.255298
chunk7_row65303,Lil Wayne,Guerilla,109,0.154893
chunk7_row65427,Ab-Soul,Can Anybody Hear Me,122,0.262092
chunk7_row65439,Nas,96 Freestyle,218,0.228862
chunk7_row65455,Bun B,B.M.F. Blowin Money Fast Freestyle,32,0.272804
chunk7_row65499,Redman,Just Dont Give A Fuck Freestyle,61,0.201626
chunk7_row65511,Lil Wayne,Shut Up Bitch Swallow,31,0.334190
chunk7_row65550,Aesop Rock,Zero Dark Thirty,71,0.256187
chunk7_row65570,DeLaZoo,Elsewhere Better,54,0.241743
chunk7_row65580,DeLaZoo,Kalamazoo Time to Go,53,0.279657
chunk7_row65584,DeLaZoo,Calm Cool Clean,55,0.234232
chunk7_row65604,DeLaZoo,Love Is,54,0.240060
chunk7_row65690,Kool G Rap,The Meaning To Your Love,42,0.243792
chunk7_row65738,DeLaZoo,Mashup Monday Pt. 1,52,0.286557
chunk7_row65813,F. Stokes and Lazerbeak,Soul Clap,44,0.264490
chunk7_row65841,Blaze Ya Dead Homie,Toe Tagz N Body Bagz,42,0.273965
chunk7_row65872,Lil Wayne,Its killing me,62,0.369974
chunk7_row65873,Nas,The N,43,0.273589
chunk7_row65940,Lupe Fiasco,Can I have it like that freestyle,20,0.274696
chunk7_row65984,G-Eazy,Kings,30,0.405129
chunk7_row65997,Azealia Banks,Hood Bitch,57,0.271540
chunk7_row65999,Pazij,Mine Forever,66,0.233004
chunk7_row66039,Dirt Nasty,Drunk Preppy Freestyle,64,0.190869
chunk7_row66048,Dirt Nasty,Soggy Freestyle,31,0.270741
chunk7_row66202,G-Eazy,Alone,53,0.326074
chunk7_row66204,G RA,Take it slow,45,0.350150
chunk7_row66277,Nas,Another Black Girl Lost,51,0.281331
chunk7_row66365,Ab-Soul,Pineal Gland,64,0.235521
chunk7_row66413,Ab-Soul,Long Term 2,59,0.267546
chunk7_row66420,Adeaze,Getting Stronger,20,0.322388
chunk7_row66477,Beanie Sigel,Show Must Go On,19,0.306552
chunk7_row66490,Ab-Soul,Be a Man,62,0.238243
chunk7_row66504,Busta Rhymes,Bad Girls Remix,45,0.293589
chunk7_row66556,Kendrick Lamar,LMAO,107,0.267901
chunk7_row66614,Angel Haze,Practice Live It Up,124,0.256785
chunk7_row66617,Phrazzle PhranKi,730 Freestyle,20,0.241533
chunk7_row66636,G-Eazy,Candy Girl,86,0.265174
chunk7_row66680,2Pac,He Vs. She 4 My Niggas,96,0.280847
chunk7_row66700,"Kanye West, Chief Keef, Pusha T, Big Sean & Jadakiss",Dont Like.1,90,0.298100
chunk7_row66702,Ab-Soul,T.D.U.D.,62,0.212312
chunk7_row66722,Boaz,Around The World,81,0.238523
chunk7_row66827,G-Eazy,Netflix,43,0.319991
chunk7_row66835,Lil Wayne,The Martian,41,0.302560
chunk7_row66850,Busta Rhymes,No Love Remix,45,0.253535
chunk7_row66862,G-Eazy,Reefer Madness,34,0.265385
chunk7_row66863,G-Eazy,Outta Pocket RMX,65,0.304765
chunk7_row66864,Busta Rhymes,I Got Bass,85,0.288341
chunk7_row66889,Chuck Nasty,Career Day,22,0.341046
chunk7_row66896,Chuck Nasty,Cheddar Cheese,40,0.328248
chunk7_row66905,Talib Kweli & Z-Trip,Let em In,51,0.238222
chunk7_row66906,Jadakiss,Paper Tags,54,0.239601
chunk7_row66917,Ab-Soul,SOPA,70,0.228642
chunk7_row66925,A$AP NAST,Fuck Swag,32,0.163114
chunk7_row66932,Kool G Rap,Da Heat,53,0.259772
chunk7_row66954,Common Kings,Wade In Your Water,51,0.262675
chunk7_row66964,Jadakiss,Respect It,97,0.245323
chunk7_row66965,Redman,Zip Lock,50,0.198114
chunk7_row67007,Lil Wayne,Dedication Rest in Peace,56,0.181764
chunk7_row67022,Nas,Foul Breeze,111,0.253418
chunk7_row67036,Talib Kweli & Z-Trip,Celebrate,115,0.278751
chunk7_row67087,Nas,Daughters,61,0.288971
chunk7_row67104,Azad Right,Intuition,32,0.307602
chunk7_row67105,Azad Right,Better Days,51,0.251706
chunk7_row67140,Iggy Azalea,Hustle Gang,79,0.267139
chunk7_row67254,Playaz Circle,Big Dawg Remix,41,0.304656
chunk7_row67339,Ab-Soul,Introduction,66,0.263793
chunk7_row67344,Ab-Soul,Day in the Life,108,0.235230
chunk7_row67361,Eminem,Armaggedon The Invasion Part 3,87,0.243804
chunk7_row67386,G-Eazy,Music,95,0.326427
chunk7_row67437,2Pac,Po Nigga Blues/Cause I Had To Original Version,81,0.255810
chunk7_row67441,Ab-Soul,100 Yard Dash,78,0.225660
chunk7_row67457,DeLaZoo,Art School,48,0.260155
chunk7_row67498,Yasiin Bey,Twilight Speedball,68,0.341117
chunk7_row67503,Azad Right,Alone,71,0.277424
chunk7_row67505,Styles P,How I Fly Remix,54,0.238576
chunk7_row67523,Ab-Soul,Empathy,38,0.366164
chunk7_row67527,Common,Lets Move,42,0.308156
chunk7_row67569,Ab-Soul,All Feelin,32,0.337836
chunk7_row67682,Kool Keith,Extra Thoughts,46,0.241669
chunk7_row67715,Jadakiss,By The Bar,65,0.202067
chunk7_row67716,Azad Right,Showtime,73,0.240461
chunk7_row67729,Ab-Soul,Time Is of the Essence,78,0.161686
chunk7_row67818,Canibus,The Lullaby of Champions,63,0.386293
chunk7_row67885,Jadakiss,Without You,41,0.320167
chunk7_row67918,Kendrick Lamar,Cruel Freestyle,50,0.214639
chunk7_row67933,Common,Next Time,63,0.281048
chunk7_row68024,Ka,Chamber,55,0.338854
chunk7_row68034,Ka,Cold Facts,59,0.307653
chunk7_row68036,Lil Wayne,Thats What Niggas Do,44,0.231935
chunk7_row68060,Ab-Soul,ILLuminate,93,0.310001
chunk7_row68071,M-Phazes,Holding It Down,68,0.344711
chunk7_row68075,Sticky Fingaz,I Dont Know You,57,0.221801
chunk7_row68100,Azekeperez,Dont tell smokey dow,51,0.229541
chunk7_row68162,Kendrick Lamar,The Best Rapper Alive,60,0.301610
chunk7_row68265,Ab-Soul,Bohemian Grove,65,0.271344
chunk7_row68269,Ab-Soul,Double Standards,63,0.253048
chunk7_row68300,Ab-Soul,Black Lip Bastard Remix,118,0.233712
chunk7_row68310,Pharoahe Monch,The Grand Illusion Circa 1973,55,0.320504
chunk7_row68332,Ab-Soul,Soulo Ho3,65,0.275096
chunk7_row68362,Azealia Banks,Jumanji,76,0.270055
chunk7_row68368,Ab-Soul,The Book of Soul,89,0.246939
chunk7_row68375,Ab-Soul,A Rebellion,68,0.361933
chunk7_row68395,Ab-Soul,Beautiful Death,72,0.272714
chunk7_row68400,Kidd Phaze,REBEL ,96,0.228950
chunk7_row68406,Vinnie Paz,Bad Day,48,0.320470
chunk7_row68410,Ab-Soul,Track Two,75,0.253732
chunk7_row68439,Ab-Soul,Mixed Emotions,64,0.197205
chunk7_row68445,Ab-Soul,Lust Demons,59,0.250425
chunk7_row68450,Ab-Soul,Nothings Something,62,0.287331
chunk7_row68469,JAY-Z,Understand Me,78,0.282923
chunk7_row68475,Talib Kweli,Poltergeist,74,0.299532
chunk7_row68512,Boosie Badazz,Crayola,57,0.239512
chunk7_row68570,The Notorious B.I.G.,Brew Guzzler,20,0.159414
chunk7_row68584,Aesop Rock,Ace Rocks,41,0.249624
chunk7_row68598,Aesop Rock,Coward of the Year,68,0.238184
chunk7_row68600,Aesop Rock,The Substance,81,0.257315
chunk7_row68604,Aesop Rock,Live On 89.9FM Nighttrain,38,0.244229
chunk7_row68605,Aesop Rock,Merit,92,0.226130
chunk7_row68606,Aesop Rock,Coordinates,64,0.220832
chunk7_row68637,Kool G Rap,Maggie,56,0.219260
chunk7_row68805,Common Market,Crossbow,65,0.266011
chunk7_row68813,Jadakiss,We Gettin Paid,62,0.269996
chunk7_row68822,Fingazz,Summer Breeze,21,0.331692
chunk7_row68843,Masta Ace,Think I Am,56,0.258894
chunk7_row68916,Canibus,PhilaFlava Freestlye,59,0.243020
chunk7_row68991,Aesop Rock,Plastic Soldiers,93,0.218087
chunk7_row69043,Charlie Blaze,Close to You,38,0.280834
chunk7_row69102,Lupe Fiasco,Get Throwed,70,0.215176
chunk7_row69123,Nas,96 Clue Freestyle,164,0.221033
chunk7_row69128,V-Nasty,Bitch Anthem,50,0.426819
chunk7_row69161,Method Man,Fall Out,56,0.268138
chunk7_row69232,Lupe Fiasco,Around My Way Freedom Ain’t Free,90,0.219038
chunk7_row69257,Prodigy of Mobb Deep,Great Spitters,51,0.259584
chunk7_row69273,Kendrick Lamar,War Is My Love,36,0.307278
chunk7_row69430,Busta Rhymes,King Tut,86,0.206625
chunk7_row69442,Elemental Zazen,Hello Goodbye Never,78,0.265240
chunk7_row69443,Elemental Zazen,Wanted To Be,53,0.258569
chunk7_row69444,Elemental Zazen,Hollow Heart,65,0.276140
chunk7_row69479,Elemental Zazen,Bricks and Mortality,59,0.278730
chunk7_row69483,Elemental Zazen,Blood On The Track,57,0.380179
chunk7_row69553,Pusha T,Exodus 23:1,72,0.309634
chunk7_row69565,Aesop Rock,Freeze/Honeycomb Interlude,82,0.286087
chunk7_row69608,Lil Wayne,Nymphos,75,0.276998
chunk7_row69613,Ry,America,39,0.268740
chunk7_row69643,G-Eazy,Loaded,63,0.219734
chunk7_row69665,Kendrick Lamar,Dont Understand,84,0.276089
chunk7_row69741,Azmatic,I got what it takes,233,0.221392
chunk7_row69742,Azmatic,Azmatics Purpose,111,0.275702
chunk7_row69743,Azmatic,A gift not seen threw sight,182,0.253914
chunk7_row69744,Azmatic,Income Stored,92,0.289517
chunk7_row69747,Azmatic,I cant get a grip on the sword in the stone,148,0.236509
chunk7_row69749,Azmatic,Miles of lyricists,222,0.228406
chunk7_row69753,Dirt Nasty,Freestyle 7946,35,0.228345
chunk7_row69808,Ka,Decisions,43,0.364024
chunk7_row69811,Angel Haze,Higher,144,0.310770
chunk7_row69813,Lil Wayne,S.A.S.A.R.A.F.,43,0.334358
chunk7_row69824,Lil Wayne,Goulish Pusha T Diss,26,0.299982
chunk7_row69877,J,Awkward Black Girl Season 2 Trailer,41,0.229940
chunk7_row69886,YONAS,Radio Flow,42,0.261777
chunk7_row69902,YONAS,One Message,56,0.312432
chunk7_row69928,Lil Wayne,Morror Edited,36,0.267435
chunk7_row69972,Sticky Fingaz,State vs. Kirk Jones,104,0.228756
chunk7_row69976,Angel Haze,Heart,50,0.269542
chunk8_row70072,Azealia Banks,Van Vogue,95,0.301877
chunk8_row70189,Yasiin Bey,Bey,50,0.292303
chunk8_row70190,Azealia Banks,1991,85,0.238285
chunk8_row70209,Kazcanrap,4Pac,64,0.280812
chunk8_row70212,MF DOOM,Hot Guacamole,59,0.297625
chunk8_row70231,Lupe Fiasco,Form Follows Function,72,0.261291
chunk8_row70323,2Pac,Ride 4 Me,109,0.355101
chunk8_row70325,Canibus,Cptn Cold Crush,122,0.266445
chunk8_row70375,Shabazz Wyze Guy,F-U,65,0.206929
chunk8_row70416,Elemental Zazen,Lockjaw,53,0.333179
chunk8_row70463,YONAS,Stupid Brilliance,42,0.217132
chunk8_row70505,Canibus,Merchant of Metaphors,74,0.264473
chunk8_row70522,Lil Wayne,My Homies Still,75,0.331680
chunk8_row70529,Av Young Blaze,Feeding My Flame,25,0.235016
chunk8_row70553,Canibus,Lunar Deluge,49,0.283564
chunk8_row70605,KRS-One,Blitzen Raps,29,0.312418
chunk8_row70614,Teddy Blaze,John Starks,40,0.244073
chunk8_row70708,Charlie Blaze,Poor Decision Making,67,0.244020
chunk8_row70711,Canibus,C Scrolls,53,0.268766
chunk8_row70724,AC,Angel,50,0.284261
chunk8_row70805,"Royce da 5'9""",Mine in Thiz,67,0.280519
chunk8_row70824,Azmatic,Cant be much longer,235,0.227074
chunk8_row71062,Talib Kweli,Move Back,21,0.308565
chunk8_row71075,Canibus,Worthlessness Purpose,43,0.251349
chunk8_row71102,Eminem,2012 Something From Nothing: Art of Rap Freestyle,36,0.282082
chunk8_row71133,Talib Kweli,Ghetto Love,48,0.270045
chunk8_row71175,Lil Wayne,Nina,50,0.274622
chunk8_row71366,The Notorious B.I.G.,The What Unreleased Version,74,0.214427
chunk8_row71496,K'La,Forever,63,0.239397
chunk8_row71511,Aesop Rock,Kill Em All Remix,66,0.255605
chunk8_row71563,Big L,98 DOMSTR Germany Freestyle,30,0.229394
chunk8_row71578,JAY-Z,Reach the Top,58,0.246151
chunk8_row71580,Lil Wayne & Juelz Santana,Bad Side,93,0.284998
chunk8_row71581,Kendrick Lamar,Dumb It Down,74,0.292220
chunk8_row71602,PAZ,Neptune and Mars,44,0.233696
chunk8_row71606,Canibus,Fraternity of the Impoverished,62,0.255255
chunk8_row71750,Ab-Soul,OnDaSpot Freestyle,84,0.218645
chunk8_row71785,Kendrick Lamar,BET BackRoom Freestyle,22,0.204823
chunk8_row71812,PAZ,Just Like the Movies,39,0.211600
chunk8_row71841,Lil Wayne,Put On for the Game,60,0.276944
chunk8_row71856,Azealia Banks,Aquababe,50,0.257717
chunk8_row71956,G-Eazy,Mad,59,0.373892
chunk8_row71983,Aesop Rock,Numb to the Guns,106,0.252606
chunk8_row72042,Jus Daze,The 29th Hour,46,0.275645
chunk8_row72089,Rakim,The Art of Rap Freestyle,16,0.312092
chunk8_row72109,Infamous DJ Haze & Kendrick Lamar,Im Ghost,71,0.227059
chunk8_row72139,Styles P,Murda Mommy,40,0.294894
chunk8_row72140,Ka,Iron Age,67,0.258299
chunk8_row72146,SHIRT,MY BITCH DONT EVEN LIKE ME,32,0.280833
chunk8_row72147,SHIRT,OLD MAN ANGST,72,0.267009
chunk8_row72148,SHIRT,PUERTO RICAN RUM,34,0.175559
chunk8_row72151,Prodigy of Mobb Deep,Pretty Thug,54,0.300644
chunk8_row72161,Jadakiss,Im Good,54,0.191378
chunk8_row72207,Jus Daze,Badaba,45,0.263288
chunk8_row72222,Eminem,Fuck You,41,0.351978
chunk8_row72252,The Notorious B.I.G.,Lean Back Remix,58,0.242850
chunk8_row72346,Redman,N.I.N. Skit,23,0.237783
chunk8_row72350,Styles P,Murder Mommy,17,0.254463
chunk8_row72451,Playaz Circle,Paycation,43,0.237499
chunk8_row72500,Talib Kweli,Supreme Supreme,70,0.273538
chunk8_row72549,Iggy Azalea,Drop That Sht,54,0.255552
chunk8_row72603,Ry,Right After Me,41,0.225466
chunk8_row72639,Eminem,Pooh Butt Day,166,0.284149
chunk8_row72748,Common,What a World,22,0.143190
chunk8_row72752,Pusha T,In This Ho Lambo,49,0.233416
chunk8_row72784,Canibus,Post Traumatic WarLab Stress,124,0.288624
chunk8_row72802,Nas,Accident Murderers,72,0.239087
chunk8_row72871,Playaz Circle,U Can Believe It,50,0.291881
chunk8_row72925,Trackshittaz,Woki mit deim popo Shake Your Bum,92,0.344770
chunk8_row72930,Nas,No Introduction,62,0.249900
chunk8_row72931,Nas,Loco-Motive,69,0.247822
chunk8_row72932,Nas,A Queens Story,97,0.244114
chunk8_row72933,Nas,Reach Out,81,0.221636
chunk8_row72934,Nas,World’s an Addiction,77,0.262333
chunk8_row72935,Nas,Summer on Smash,107,0.375944
chunk8_row72936,Nas,You Wouldnt Understand,89,0.228150
chunk8_row72937,Nas,Back When,78,0.270723
chunk8_row72938,Nas,Stay,47,0.260661
chunk8_row72939,Nas,Cherry Wine,78,0.320630
chunk8_row72940,Nas,Bye Baby,74,0.319078
chunk8_row72941,Nas,The Black Bond,45,0.203466
chunk8_row72942,Nas,Roses,63,0.256390
chunk8_row72943,Nas,Wheres The Love,67,0.225713
chunk8_row72944,Nas,Trust,79,0.249303
chunk8_row72946,AC,Use Somebody Remix,57,0.245542
chunk8_row72948,Ras Kass,Holes In The Ozone,72,0.229275
chunk8_row72949,Ras Kass,Articulate Thugs,65,0.246618
chunk8_row72952,Ras Kass,West Coast Dub,83,0.224472
chunk8_row72977,Lil Wayne,Get It Shawty Remix,57,0.181903
chunk8_row72979,Daz Dillinger,On Some Real Shit,62,0.220702
chunk8_row73037,Styles P,Where Angels Sleep,47,0.285016
chunk8_row73069,Kendrick Lamar,The Art of Peer Pressure,119,0.212949
chunk8_row73167,Aesop Rock,Sniff Glue,74,0.220556
chunk8_row73168,Lupe Fiasco,Bitch Bad,78,0.248234
chunk8_row73177,Iggy Azalea,Million Dollar Misfits,72,0.247751
chunk8_row73249,YONAS,Feels Right,48,0.287213
chunk8_row73285,YONAS,Wanna Be Loved,45,0.269285
chunk8_row73296,YONAS,Drive It Like Its Stolen,39,0.279745
chunk8_row73297,YONAS,Lost Me,36,0.253822
chunk8_row73298,YONAS,Don’t Give a Damn,73,0.331351
chunk8_row73300,YONAS,Paradise Freestyle,26,0.261037
chunk8_row73301,YONAS,The Transition,47,0.207207
chunk8_row73302,YONAS,Chasing Summer,42,0.310979
chunk8_row73303,YONAS,Looking for You,44,0.306129
chunk8_row73304,YONAS,A Reason to Breathe,59,0.279206
chunk8_row73306,YONAS,Not What You Think,52,0.319633
chunk8_row73307,YONAS,One More Time,39,0.312785
chunk8_row73389,Kool G Rap,Holla Back,80,0.277139
chunk8_row73426,Vinnie Paz,Cheesesteaks,65,0.254488
chunk8_row73435,Kendrick Lamar,Tim Westwood Freestyle,65,0.243388
chunk8_row73458,The Notorious B.I.G.,Macs and Dons,68,0.245830
chunk8_row73468,Kool Keith,Cold Peein On Em,49,0.171381
chunk8_row73507,Lupe Fiasco,Lamborghini Angels,60,0.325864
chunk8_row73573,Josh Baze,Hollyhood,81,0.241802
chunk8_row73600,"Royce da 5'9""",Pick Ma Balls Up Drop the World Freestyle,51,0.214707
chunk8_row73757,Aesop Rock,ZZZ Top,94,0.242498
chunk8_row73759,Aesop Rock,Leisureforce,62,0.260864
chunk8_row73778,"Royce da 5'9""",My Own Planet Remix,63,0.212833
chunk8_row73822,Azealia Banks,Nathan,105,0.251657
chunk8_row73829,"Kanye West, Pusha T & Ghostface Killah",New God Flow.1,130,0.244290
chunk8_row73852,Styles P,Reminisce,26,0.399798
chunk8_row73857,Aesop Rock,Puff Tuff,53,0.270208
chunk8_row73883,Pusha T,Keep It Thoro HOT97 Funk Flex Freestyle,24,0.326587
chunk8_row73888,Jazz,The Wire,98,0.275629
chunk8_row73978,Thee Ajay ZM,Bonfire Freestyle,54,0.296256
chunk8_row73979,Kendrick Lamar,Compton State of Mind,61,0.204448
chunk8_row74002,Aesop Rock,Tomorrow Morning,84,0.255322
chunk8_row74046,Nas,Accident Murderers Remix,78,0.226605
chunk8_row74066,Kool G Rap,Men at Work 2020,121,0.236493
chunk8_row74107,Ab-Soul,Donnie Brasco,47,0.268534
chunk8_row74196,Fazer,Killer,43,0.136014
chunk8_row74295,Eminem,Freestyle Gone Crazy,32,0.243629
chunk8_row74299,Lupe Fiasco,Fire Unreleased,46,0.226011
chunk8_row74379,PAZ,Golden State of Mind,55,0.175878
chunk8_row74457,Dirt Nasty,Baby Dick,40,0.260131
chunk8_row74572,P.R,Sunchild,53,0.265291
chunk8_row74584,Aesop Rock,Cycles to Gehenna,55,0.216607
chunk8_row74585,Aesop Rock,Fryerstarter,61,0.275765
chunk8_row74586,Aesop Rock,Ruby 81,28,0.263474
chunk8_row74587,Aesop Rock,Crows 1,68,0.234264
chunk8_row74588,Aesop Rock,Crows 2,48,0.224958
chunk8_row74589,Aesop Rock,Racing Stripes,79,0.295042
chunk8_row74590,Aesop Rock,1000 O Clock,72,0.250776
chunk8_row74591,Aesop Rock,Homemade Mummy,59,0.251019
chunk8_row74592,Aesop Rock,Grace,61,0.224908
chunk8_row74593,Aesop Rock,Saturn Missiles,67,0.258717
chunk8_row74594,Aesop Rock,Tetra,70,0.280428
chunk8_row74595,Aesop Rock,Gopher Guts,56,0.238641
chunk8_row74596,AdrianAzarias,This Imagination,71,0.195904
chunk8_row74599,AdrianAzarias,This Imagination Friend,72,0.188453
chunk8_row74605,Talib Kweli & Madlib,Happy Home,79,0.288691
chunk8_row74650,Aesop Rock,Bosico,62,0.250302
chunk8_row74735,Azealia Banks,Salute,29,0.169799
chunk8_row74756,Ry,Journal,45,0.270469
chunk8_row74774,K'La,Blame,37,0.228865
chunk8_row74793,Lupe Fiasco,Tilted Pt. 3,71,0.351414
chunk8_row74802,Azealia Banks,Neptune,81,0.238046
chunk8_row74806,Styles P,Hoody season,40,0.322165
chunk8_row74848,Lupe Fiasco,The Pen and The Needlz,50,0.227438
chunk8_row74850,Lupe Fiasco,Welcome Back Chilly,75,0.296108
chunk8_row74856,Azealia Banks,F.L.A.P.S. Confessions of a Freak,67,0.237339
chunk8_row74908,Azealia Banks,Out of Space,43,0.195782
chunk8_row74909,Azealia Banks,Atlantis,42,0.330609
chunk8_row74910,Azealia Banks,Fantasea,85,0.175201
chunk8_row74911,Azealia Banks,Ima Read,21,0.161522
chunk8_row74913,Azealia Banks,Fierce,79,0.286027
chunk8_row74914,Azealia Banks,Chips,64,0.282298
chunk8_row74915,Azealia Banks,Paradiso,16,0.373667
chunk8_row74916,Azealia Banks,Luxury,68,0.379851
chunk8_row74918,Azealia Banks,Esta Noche,73,0.328880
chunk8_row74932,Kendrick Lamar,Compton Chemistry,65,0.252925
chunk8_row74980,Boosie Badazz,Fuck You Too,42,0.280265
chunk8_row75046,Kendrick Lamar,Swimming Pools Drank,102,0.263152
chunk8_row75050,G-Eazy,Apple Of My Eye,70,0.335002
chunk8_row75096,MF DOOM,Bumpys Message,23,0.329422
chunk8_row75124,Angel Haze,Werkin Girls,68,0.255197
chunk8_row75130,Angel Haze,New York,67,0.212424
chunk8_row75222,Lakim Shabazz,Pure Righteousness,55,0.274071
chunk8_row75224,Lakim Shabazz,All True And Living,48,0.267513
chunk8_row75423,Angel Haze,Hot Like Fire,57,0.284146
chunk8_row75481,Ras Kass,Goldyn Chyld,77,0.285481
chunk8_row75525,Roc Marciano and Gangrene,Jet Luggage,59,0.265599
chunk8_row75537,Kendrick Lamar,Imagine,84,0.254854
chunk8_row75546,Talib Kweli,Push Thru,90,0.278065
chunk8_row75554,Lil Wayne,Im The Truth,38,0.317955
chunk8_row75590,Boosie Badazz,Bank Roll,43,0.265300
chunk8_row75639,Raz Fresco,Laying Low 2 LL2,29,0.225377
chunk8_row75641,Angel Haze,CHI Need to Know,66,0.379927
chunk8_row75833,Birdman & Lil Wayne,M.O.B.,102,0.287868
chunk8_row75880,Angel Haze,No Church In The Wild Freestyle,38,0.259490
chunk8_row76013,Ab-Soul,Constipation,75,0.247113
chunk8_row76038,V-Nasty,Gotta Ball,33,0.260820
chunk8_row76149,Big L,The Enemy,53,0.287744
chunk8_row76175,Jazz,Combustion Freestyle,38,0.243629
chunk8_row76183,Jazz,Etherized,70,0.280972
chunk8_row76349,Jazz,Vulchas Freestyle,36,0.295947
chunk8_row76352,Jazz,Circus,36,0.255027
chunk8_row76354,Jazz,Rush Hour,49,0.208844
chunk8_row76357,KRS-One,Its Gettin Hectic,64,0.255724
chunk8_row76363,Jazz,WhatADick freestyle,77,0.239373
chunk8_row76400,Jazz,Shitwater,57,0.281202
chunk8_row76402,G-Eazy,Plastic Dreams,44,0.265021
chunk8_row76410,Iggy Azalea,Flash,54,0.283210
chunk8_row76427,Ab-Soul,Dictionary Rap,58,0.219387
chunk8_row76470,J Blaze,Skies,59,0.237902
chunk8_row76471,J Blaze,Money,65,0.242119
chunk8_row76472,J Blaze,Someone To Love,68,0.291592
chunk8_row76478,J Blaze,DBA,74,0.243879
chunk8_row76519,Young Kraze,Inception,31,0.337890
chunk8_row76631,Lupe Fiasco,Flex Hot97 freestyle,96,0.216769
chunk8_row76686,Lupe Fiasco,Atomic Misphilosophy,63,0.241936
