song_id,artist,title,num_bars
chunk3_row28951,Masta Ace,The Ways,74
chunk3_row28952,Masta Ace,Wutuwankno,76
chunk3_row28954,Masta Ace,Travelocity,77
chunk3_row28955,Masta Ace,Revelations,66
chunk3_row28956,Masta Ace,Conflict,67
chunk3_row28957,Masta Ace,N.F.L. Not For Long,69
chunk3_row28959,Masta Ace,Maintain,85
chunk3_row28960,Masta Ace,Top 10 List,64
chunk3_row28961,Masta Ace Incorporated,A Walk Thru the Valley,39
chunk3_row28962,Masta Ace Incorporated,Aint U Da Masta,54
chunk3_row28963,Masta Ace,Classroom,20
chunk3_row28964,Masta Ace,Wake Me When Im Dead,65
chunk3_row28965,Masta Ace,Boom Bashin,85
chunk3_row28966,Masta Ace,Saturday Nite Live,92
chunk3_row28967,Masta Ace Incorporated,The Big East,76
chunk3_row28968,Masta Ace Incorporated,The Mad Wunz,102
chunk3_row28969,Masta Ace Incorporated,Slaughtahouse,106
chunk3_row28970,Masta Ace Incorporated,Late Model Sedan,65
chunk3_row28971,Masta Ace,Ace Iz Wild,116
chunk3_row28972,Masta Ace,As I Reminisce,112
chunk3_row28974,Masta Ace Incorporated,Jack B. Nimble,49
chunk3_row28975,Masta Ace,Cant Stop the Bumrush,134
chunk3_row28976,Masta Ace Incorporated,Who U Jackin,91
chunk3_row28977,Masta Ace,I Got Ta,81
chunk3_row28978,Masta Ace Incorporated,Crazy Drunken Style,57
chunk3_row28979,Masta Ace,Four Minus Three,70
chunk3_row28980,Masta Ace,Letter to the Better,67
chunk3_row28981,Masta Ace,Maybe Next Time,72
chunk3_row28982,Masta Ace,Movin On,74
chunk3_row28983,Masta Ace,Brooklyn Battles,68
chunk3_row28984,Masta Ace,Music Man,54
chunk3_row28985,Masta Ace,Take A Look Around,64
chunk3_row28986,Masta Ace,Together,109
chunk3_row28989,Masta Ace,The Other Side of Town,84
chunk3_row29241,"Shyhiem, Superb & Hell Razah",Masked Avengers,72
chunk3_row29394,MC Nas-D,Its My Cadillac Got That Bass,64
chunk3_row29395,MC Nas-D,Gold Diggin,45
chunk3_row29423,DJ Crazy Toones,Fuck Your Fine Ass Bitch,77
chunk3_row29432,DJ Crazy Toones,Roll On Em,109
chunk3_row29573,Method Man,The Turn,60
chunk3_row29574,Method Man & Redman,Americas Most,76
chunk3_row29575,Method Man,Who Ya Rollin Wit,66
chunk3_row29588,Method Man & Redman,Double Deuces,17
chunk3_row29634,Method Man & Redman,Blackout,83
chunk3_row29635,Method Man & Redman,Cheka,44
chunk3_row29638,Method Man & Redman,Dats Dat Shit,95
chunk3_row29639,Method Man & Redman,Maaad Crew,88
chunk3_row29640,Method Man & Redman,1 2 1 2,112
chunk3_row29641,Method Man & Redman,Fire Ina Hole,105
chunk3_row29642,Method Man & Redman,Run 4 Cover,90
chunk3_row29643,Method Man & Redman,Y.O.U.,87
chunk3_row29644,Method Man & Redman,Mi Casa,41
chunk3_row29645,Method Man & Redman,A Lil Bit,58
chunk3_row29646,Method Man & Redman,The ?,100
chunk3_row29647,Method Man & Redman,Tear It Off,135
chunk3_row29648,Method Man & Redman,Dangerous MCees,47
chunk3_row29649,Method Man & Redman,City Lights,60
chunk3_row29650,Method Man & Redman,BO2 Intro,43
chunk3_row29651,Method Man & Redman,Dis Iz 4 All My Smokers,83
chunk3_row29652,Method Man & Redman,Fathers Day,44
chunk3_row29653,Method Man & Redman,Four Minutes to Lock Down,81
chunk3_row29654,Method Man & Redman,Errbody Scream,91
chunk3_row29655,Method Man & Redman,I Know Sumptn,50
chunk3_row29656,Method Man & Redman,Neva Herd Dis B 4,67
chunk3_row29657,Method Man & Redman,Im Dope Nigga,72
chunk3_row29658,Method Man & Redman,Mrs. International,72
chunk3_row29659,Method Man,4 Ever,45
chunk3_row29660,Method Man & Redman,How Bout Dat,65
chunk3_row29661,Method Man,4:20,77
chunk3_row29662,Method Man,Everything,73
chunk3_row29663,Method Man,Is It Me,65
chunk3_row29664,Method Man,Dirty Mef,41
chunk3_row29665,Method Man,Presidential M.C.,61
chunk3_row29666,Method Man,Lets Ride,54
chunk3_row29667,Method Man,Problem,53
chunk3_row29668,Method Man,Somebody Done Fucked Up,51
chunk3_row29669,Method Man,Konichiwa Bitches,42
chunk3_row29670,Method Man,Say,71
chunk3_row29671,Method Man,Got to Have It,49
chunk3_row29672,Method Man,Yameen,75
chunk3_row29673,Method Man,Act Right,57
chunk3_row29674,Method Man,Afterparty,59
chunk3_row29675,Method Man,Baby Come On,63
chunk3_row29676,Method Man,The Glide,51
chunk3_row29677,Method Man,The Prequel,52
chunk3_row29678,Method Man,Never Hold Back,50
chunk3_row29679,Method Man,Rodeo,46
chunk3_row29680,Method Man,Say What,66
chunk3_row29682,Method Man,We Some Dogs,89
chunk3_row29683,Method Man,Walk On,50
chunk3_row29684,Method Man,The Show,52
chunk3_row29685,Method Man,Ridin for Outro,20
chunk3_row29686,Method Man,Crooked Letter I,61
chunk3_row29687,Method Man,Whats Happenin,124
chunk3_row29688,Method Man,The Motto,43
chunk3_row29689,Method Man,Intro Tical 0,17
chunk3_row29690,Method Man,Ill Be There For You/Youre All I Need To Get By Puffy Daddy Remix,86
chunk3_row29691,Method Man,The Rocks Theme - Know Your Role,56
chunk3_row29692,Method Man,Kanes Theme,41
chunk3_row29693,Method Man,Party  Bullshit,81
chunk3_row29695,Method Man,Even If,54
chunk3_row29696,Method Man & Redman,Part II,91
chunk3_row29697,Method Man & Redman,Lets Do It,83
chunk3_row29698,Method Man,Uh Huh,79
chunk3_row29699,Method Man,Cradle Rock,81
chunk3_row29700,Method Man,Break Ups 2 Make Ups,96
chunk3_row29701,Method Man,Elements,93
chunk3_row29702,Method Man & Redman,Big Dogs,75
chunk3_row29703,Method Man,Party Crasher,68
chunk3_row29704,Method Man,Grid Iron Rap,69
chunk3_row29705,Method Man,Judgement Day,143
chunk3_row29706,Method Man,Perfect World,54
chunk3_row29707,Method Man,Killin Fields,74
chunk3_row29708,Method Man,Dangerous Grounds,94
chunk3_row29709,Method Man,Retro Godfather,68
chunk3_row29710,Method Man,Play IV Keeps,70
chunk3_row29711,Method Man,Shaolin What Skit,39
chunk3_row29713,MF DOOM,Gazzillion Ear,100
chunk3_row29715,Method Man,Spazzola,84
chunk3_row29716,Method Man,Step By Step,68
chunk3_row29717,Method Man,All I Need,53
chunk3_row29718,Method Man,Sweet Love,57
chunk3_row29719,Method Man,Suspect Chin Music,97
chunk3_row29720,Method Man,What the Blood Clot?,61
chunk3_row29721,Method Man,Method Man Remix,59
chunk3_row29722,Method Man,I Get My Thang in Action,73
chunk3_row29723,Method Man,Biscuits,52
chunk3_row29724,Method Man,P.L.O. Style,38
chunk3_row29725,Method Man,Mr. Sandman,75
chunk3_row29726,Method Man,Sub Crazy,40
chunk3_row29727,Method Man,Stimulation,62
chunk3_row29728,Method Man,Meth Vs. Chef,58
chunk3_row29729,Method Man,Tical,61
chunk3_row29739,MF DOOM,Ballskin,33
chunk3_row29740,MF DOOM,Microwave Mayo,49
chunk3_row29741,MF DOOM,Lightworks,38
chunk3_row29742,MF DOOM,More Rhymin,34
chunk3_row29743,MF DOOM,Dead Bent,54
chunk3_row29744,MF DOOM,Supervillainz,69
chunk3_row29745,MF DOOM,The Finest,85
chunk3_row29746,MF DOOM,Operation: Greenbacks,65
chunk3_row29747,MF DOOM,Hero vs. Villain Epilogue,50
chunk3_row29748,MF DOOM,Tick Tick...,59
chunk3_row29749,MF DOOM,Who You Think I Am?,73
chunk3_row29750,MF DOOM,The M.I.C.,57
chunk3_row29753,MF DOOM,Hoe Cakes,74
chunk3_row29754,MF DOOM,Kon Karne,55
chunk3_row29755,MF DOOM,I Hear Voices,89
chunk3_row29756,MF DOOM,Is He Ill?,59
chunk3_row29816,MF DOOM,Impostas,54
chunk3_row29826,MF DOOM & MF Grimm,Benzoin Gum  Asafoetida  10 Years Later,35
chunk3_row29827,MF DOOM & MF Grimm,Bergamot  Sumac  Rain Blood Pt. 2,74
chunk3_row29829,MF DOOM & MF Grimm,Kava Kava Root  Poppy Seeds  Stress Box,67
chunk3_row29830,MF DOOM & MF Grimm,Dragons Blood Resin  Ginger  War Paint,30
chunk3_row29832,MF DOOM & MF Grimm,Calamus  Star Anise  Superhero,42
chunk3_row29834,MF DOOM & MF Grimm,Horehound  Sesame Seeds  Tonights Show,78
chunk3_row29961,2Pac,World Wide Dime Piece/Bitches International,120
chunk3_row29966,Yasiin Bey,Black  Blue,31
chunk3_row29975,Method Man,Bulworth They Talk About It While We Live It,87
chunk3_row29997,Black Azz Chill,Dont Ever,44
chunk4_row30006,ADD,Everythings Influenced,79
chunk4_row30030,"DMX, Ja Rule, Method Man & Nas",Grand Finale,115
chunk4_row30034,Black Thought,Hurricane,165
chunk4_row30052,O,Made Man,78
chunk4_row30055,"B-Real, Coolio, Method Man, LL Cool J, Busta Rhymes",Hit Em High The Monstars Anthem,100
chunk4_row30063,Jane Blaze,Jane Meets Nore,99
chunk4_row30065,The Smugglaz,Jane  Finchin,149
chunk4_row30074,Nasty Nardo,Lets Get a Room,51
chunk4_row30085,Grim (Tha Itchytriggafinganiggaz),My Last Request,36
chunk4_row30086,Big Daddy Kane,Mr. Magic Tribute 12,78
chunk4_row30138,"Pretty Ugly & Royce Da 5'9""",Spit Game,64
chunk4_row30140,Ras Kass,Still More Bounce,73
chunk4_row30141,Daz Dillinger,Turf Stories,164
chunk4_row30168,Canibus,Uni-4-Orm,94
chunk4_row30173,2Pac,Wanted Dead Or Alive,87
chunk4_row30179,Bazaar Royale,Whats it All For?,68
chunk4_row30182,Busta Rhymes,Wild Hot,60
chunk4_row30226,The Prodigy,Diesel Power,52
chunk4_row30239,Biohazard,How It Is,72
chunk4_row30748,Ma,Lock U Down,99
chunk4_row30795,Ma,Movin Out,103
chunk4_row30814,Rakim,Murderer Live,53
chunk4_row30935,Ma,Ridin’ Rap Version,86
chunk4_row31176,Ma,Walka Not a Talka,93
chunk4_row31353,Kool Keith,Wreck Mankind Theme,72
chunk4_row31683,Prodigy of Mobb Deep,Dont Be a Follower,51
chunk4_row31765,Mob Figaz,Soldiers Paradise,88
chunk4_row31767,Mob Figaz,If U Buying,149
chunk4_row31772,Mob Figaz,Struggle,73
chunk4_row31800,Nas,Sinful Living,25
chunk4_row31829,Nas,The Second Coming,64
chunk4_row31830,Nas,Tales From the Hood,88
chunk4_row31831,Nas & Nature,In Too Deep,93
chunk4_row31832,Nas,U Wanna Be Me,59
chunk4_row31897,Yasiin Bey,Brooklyn,108
chunk4_row31944,Yasiin Bey,Got,91
chunk4_row31945,Yasiin Bey,Fear Not of Man,94
chunk4_row31947,Yasiin Bey,Habitat,73
chunk4_row31948,Yasiin Bey,Do It Now,104
chunk4_row31949,Yasiin Bey,Rock N Roll,101
chunk4_row31950,Yasiin Bey,UMI Says,86
chunk4_row31951,Yasiin Bey,New World Water,70
chunk4_row31952,Yasiin Bey,Bedstuy Parade  Funeral March,34
chunk4_row31953,Yasiin Bey,The Beggar,45
chunk4_row31954,Yasiin Bey,Champion Requiem,86
chunk4_row31955,Yasiin Bey,Ghetto Rock,74
chunk4_row31956,Yasiin Bey,Close Edge,60
chunk4_row31957,Yasiin Bey,Grown Man Business Fresh Vintage Bottles,72
chunk4_row31958,Yasiin Bey,Modern Marvel,107
chunk4_row31959,Yasiin Bey,Life is Real,64
chunk4_row31960,Yasiin Bey,The Panties,39
chunk4_row31961,Yasiin Bey,The Rape Over,34
chunk4_row31962,Yasiin Bey,Sex Love  Money,66
chunk4_row31963,Yasiin Bey,The Boogie Man Song,24
chunk4_row31964,Yasiin Bey,War,62
chunk4_row31966,Yasiin Bey,Zimzallabim,80
chunk4_row31967,Yasiin Bey,The Jump Off,69
chunk4_row31968,Yasiin Bey,The Easy Spell,106
chunk4_row31969,Yasiin Bey,The Embassy,52
chunk4_row31970,Yasiin Bey,Casa Bey,86
chunk4_row31971,Yasiin Bey,Revelations,44
chunk4_row31972,Yasiin Bey,Roses,49
chunk4_row31973,Yasiin Bey,Supermagic,48
chunk4_row31974,Yasiin Bey,Quiet Dog Bite Hard,83
chunk4_row31975,Yasiin Bey,Workers Comp.,37
chunk4_row31976,Yasiin Bey,Crime  Medicine,55
chunk4_row31977,Yasiin Bey,Dollar Day,106
chunk4_row31978,Yasiin Bey,Napoleon Dynamite,41
chunk4_row31979,Yasiin Bey,Twilite Speedball,65
chunk4_row31980,Yasiin Bey,Fake Bonanza,62
chunk4_row31981,Yasiin Bey,Murder of a Teenage Life,65
chunk4_row31982,Yasiin Bey,Undeniable,81
chunk4_row31983,Yasiin Bey,True Magic,64
chunk4_row31984,Yasiin Bey,A Message From Mos Def and The Beat Junkies,17
chunk4_row31986,Yasiin Bey,Brooklyn Alternate Version,95
chunk4_row31987,Yasiin Bey,Thug is a Drug,50
chunk4_row31988,Yasiin Bey,U R the One,62
chunk4_row31989,Yasiin Bey,Brown Sugar Fine,92
chunk4_row31990,Yasiin Bey,Brown Sugar Extra Sweet,88
chunk4_row31992,Yasiin Bey,Sun Moon Stars,20
chunk4_row31993,Yasiin Bey,Freak Daddy,84
chunk4_row31994,Yasiin Bey,If You Can Huh You Can Hear,74
chunk4_row31996,Yasiin Bey,Breakdown,54
chunk4_row31997,Yasiin Bey,Jam On It,129
chunk4_row31998,Yasiin Bey,The Universal Magnetic,81
chunk4_row31999,Yasiin Bey,Very Well,97
chunk4_row32000,Yasiin Bey,Kalifornia,58
chunk4_row32002,Yasiin Bey,Wylin Out,79
chunk4_row32003,Yasiin Bey,Next Universe,75
chunk4_row32715,Nas,It Aint Hard to Tell 10th Anniversary Remix,53
chunk4_row32768,Nas,Me  You Dedicated to Destiny,50
chunk4_row32769,Nas,The Makings of a Perfect Bitch,47
chunk4_row32770,Nas,Getting Married,75
chunk4_row32771,Nas,Bridging the Gap,86
chunk4_row32772,Nas,Nazareth Savage,46
chunk4_row32773,Nas,Reason,69
chunk4_row32774,Nas,These Are Our Heroes,89
chunk4_row32816,Nas,American Way,74
chunk4_row32817,Nas,Disciple,52
chunk4_row32818,Nas,Just a Moment,62
chunk4_row32819,Nas,The World Is Yours Tip Mix,81
chunk4_row32820,Nas,Intro,25
chunk4_row32821,Nas,No One Else In The Room,74
chunk4_row32822,Nas,Streets Disciple,59
chunk4_row32823,Nas,Remember the Times,54
chunk4_row32824,Nas,U.B.R. Unauthorized Biography of Rakim,68
chunk4_row32825,Nas,Thiefs Theme Remix,90
chunk4_row32826,Nas,You Know My Style,66
chunk4_row32827,Nas,Rest of My Life,62
chunk4_row32828,Nas,The G.O.D. Bonus Disc,66
chunk4_row32829,Nas,War,57
chunk4_row32830,Nas & Damian Marley,Count Your Blessings,90
chunk4_row32831,Nas & Damian Marley,Friends,97
chunk4_row32832,Nas & Damian Marley,Leaders,112
chunk4_row32833,Nas & Damian Marley,Nah Mean,84
chunk4_row32834,Nas & Damian Marley,Land of Promise,79
chunk4_row32835,Nas,Book of Rhymes,77
chunk4_row32836,Nas & Damian Marley,In His Own Words,94
chunk4_row32837,Nas,Hey Nas,81
chunk4_row32838,Nas,Mastermind,87
chunk4_row32839,Nas,Thugz Mirror Freestyle,34
chunk4_row32840,Nas,The Cross,74
chunk4_row32841,Nas,Less Than an Hour,47
chunk4_row32842,Nas,Thugz Mansion N.Y.,80
chunk4_row32843,Nas,Zone Out,81
chunk4_row32844,Nas,Pussy Killz,101
chunk4_row32845,Nas,Hold Down the Block,68
chunk4_row32846,Nas,Let There Be Light,86
chunk4_row32847,Nas,Not Going Back,100
chunk4_row32848,Nas,You Cant Kill Me,74
chunk4_row32849,Nas,Sometimes I Wonder,103
chunk4_row32850,Nas,Hardest Thing Is to Stay Alive,70
chunk4_row32851,Nas,Wanna Play Rough?,69
chunk4_row32852,Nas,Day Dreamin Stay Schemin,37
chunk4_row32853,Nas,Nature Shines,59
chunk4_row32854,Nas,Pray,90
chunk4_row32855,Nas,Blaze a 50,60
chunk4_row32856,Nas,Drunk by Myself,114
chunk4_row32857,Nas,My Way,70
chunk4_row32858,Nas,My Worst Enemy,89
chunk4_row32859,Nas,U Gotta Love It,67
chunk4_row32860,Nas,Poppa Was a Playa,78
chunk4_row32861,Nas,You Dont Know Me,67
chunk4_row32862,Nas,Nastradamus,90
chunk4_row32863,Nas,Come Get Me,111
chunk4_row32864,Nas,Big Girl,122
chunk4_row32865,Nas,New World,71
chunk4_row32866,Nas,Family,108
chunk4_row32867,Nas,The Outcome,45
chunk4_row32868,Nas,God Love Us,113
chunk4_row32869,Nas,The Prediction,31
chunk4_row32870,Nas,Some of Us Have Angels,88
chunk4_row32871,Nas,Project Windows,72
chunk4_row32872,Nas,Quiet Niggas,152
chunk4_row32873,Nas,Life We Chose,90
chunk4_row32874,Nas,You Owe Me,100
chunk4_row32875,Nas,Come Take a Ride Two Seater,58
chunk4_row32876,Nas,Amongst Kings,51
chunk4_row32877,Nas,Death Anniversary,41
chunk4_row32878,Nas,Street Dreams Remix,101
chunk4_row32879,Nas,Street Dreams Bonus Verse,93
chunk4_row32880,Nas,Eye 4 An Eye Freestyle,37
chunk4_row32881,Nas,Gangsta Tears,43
chunk4_row32882,Nas,Salute Me The General,82
chunk4_row32883,Nas,Nas Angels... The Flyest,54
chunk4_row32884,Nas,Good Morning,53
chunk4_row32885,Nas,Imagine,60
chunk4_row32886,Nashawn,Level 7,45
chunk4_row32887,Nas & Lauryn Hill,It Wasnt You,49
chunk4_row32889,Nas,Escobar 97,57
chunk4_row32890,Nas,Just a Moment Single Version,72
chunk4_row32891,Nas,One Never Knows,74
chunk4_row32892,Nas,My Will Honeymoon is Over,44
chunk4_row32893,Nas,One on One,66
chunk4_row32894,Nas,Rise  Fall,75
chunk4_row32895,Nas,One Mic Remix,84
chunk4_row32896,Nas,Secret Agent Man,48
chunk4_row32897,Nas,Shakedown Remix,53
chunk4_row32898,Nas,Never Gonna Give it Up,96
chunk4_row32899,Nas,War Is Necessary,60
chunk4_row32900,Nas & Bravehearts,Oochie Wally Remix,120
chunk4_row32901,Nas,We March as Millions,77
chunk4_row32902,Nas,What You Gonna Do,103
chunk4_row32903,Nas,Krazy Drazy Das EFX Do It All Lords Of The Underground,103
chunk4_row32904,Nas,Braveheart Party,86
chunk4_row32905,Nas,My Country,117
chunk4_row32906,Nas,Where Are They Now? West Coast Remix,134
chunk4_row32907,Nas,The Flyest,106
chunk4_row32908,Nas,Smokin,94
chunk4_row32909,Nas,Stillmatic The Intro,41
chunk4_row32910,Nas,Breathe,58
chunk4_row32911,Nas,N.I.G.G.E.R. The Slave and the Master,84
chunk4_row32912,Nashawn,A Huned,32
chunk4_row32913,Nas,Proclamation Nigger Hatred,32
chunk4_row32914,Nas,Make the World Go Round,80
chunk4_row32915,Nas,Like Me,69
chunk4_row32916,Nas,Project Roach,27
chunk4_row32917,Nas,Album Intro,39
chunk4_row32918,Nashawn,Bossed Up,63
chunk4_row32919,Nashawn,Fait Ball,45
chunk4_row32920,Nashawn,Choir Song,39
chunk4_row32921,Nashawn,Somebody Gotta Die,42
chunk4_row32922,Nashawn,Generation,62
chunk4_row32923,Nashawn,Wow,47
chunk4_row32924,Nashawn,Ms. Cocaine,81
chunk4_row32925,Nashawn,Write Your Name,65
chunk4_row32926,Nashawn,All Summer Long,71
chunk4_row32927,Nashawn,Tribute,49
chunk4_row32928,NB Ridaz (Nasty Boy Klick),Girl,54
chunk4_row32929,Nasty Boy Klick,Down For Yours NBK Mix,100
chunk4_row32930,Nasty Boy Klick,AZ Side,58
chunk4_row32931,NB Ridaz (Nasty Boy Klick),I Wanna Luv U,50
chunk4_row32932,NB Ridaz,Pretty Girl Something Remix,92
chunk4_row32933,NB Ridaz (Nasty Boy Klick),No Longer There,61
chunk4_row32934,NB Ridaz (Nasty Boy Klick),Panties Droppin,59
chunk4_row32935,NB Ridaz (Nasty Boy Klick),Runaway,76
chunk4_row32936,NB Ridaz,Pretty Girl,108
chunk4_row32937,Nasty Boy Klick,To My Ballerz Colabo,56
chunk4_row32938,Nasty Boy Klick,Lost In Love,69
chunk4_row32939,Nasty Boy Klick,Perfect Man,75
chunk4_row32940,Nasty Boy Klick,I Had a Choice,56
chunk4_row32942,NB Ridaz,So Fly,115
chunk4_row32951,Nasty Boy Klick,Runaway,95
chunk4_row33295,Busta Rhymes,Light Your Ass on Fire,89
chunk4_row33535,The Notorious B.I.G.,Big Poppa So So Def Remix,56
chunk4_row33570,The Notorious B.I.G.,If I Should Die Before I Wake,86
chunk4_row33574,The Notorious B.I.G.,Biggie,101
chunk4_row33575,The Notorious B.I.G.,Would You Die for Me,78
chunk4_row33576,The Notorious B.I.G.,Dangerous MCs,150
chunk4_row33577,The Notorious B.I.G.,Big Booty Hoes,72
chunk4_row33578,The Notorious B.I.G.,Come On,81
chunk4_row33579,The Notorious B.I.G.,Niggas,85
chunk4_row33580,The Notorious B.I.G.,Notorious B.I.G.,90
chunk4_row33581,The Notorious B.I.G.,Hope You Niggas Sleep,92
chunk4_row33582,The Notorious B.I.G.,Rap Phenomenon,89
chunk4_row33583,The Notorious B.I.G.,I Really Want to Show You,91
chunk4_row33584,The Notorious B.I.G.,Can I Get Witcha,91
chunk4_row33585,The Notorious B.I.G.,Tonight,80
chunk4_row33586,The Notorious B.I.G.,Get Your Grind On,116
chunk4_row33587,The Notorious B.I.G.,Breakin Old Habits,73
chunk4_row33588,The Notorious B.I.G.,Just a Memory,83
chunk4_row33589,The Notorious B.I.G.,1970 Somethin,75
chunk4_row33590,The Notorious B.I.G.,Spit Your Game,142
chunk4_row33591,The Notorious B.I.G.,Living the Life,56
chunk4_row33592,The Notorious B.I.G.,Mi Casa,80
chunk4_row33594,The Notorious B.I.G.,Wake Up,36
chunk4_row33595,The Notorious B.I.G.,Ultimate Rush,56
chunk4_row33596,The Notorious B.I.G.,Hustlers Story,93
chunk4_row33597,The Notorious B.I.G.,Nasty Girl,112
chunk4_row33598,The Notorious B.I.G.,B.I.G. Interlude,19
chunk4_row33599,The Notorious B.I.G.,Life After Death Intro,20
chunk4_row33600,The Notorious B.I.G.,Last Day,105
chunk4_row33601,The Notorious B.I.G.,Im With Whateva,84
chunk4_row33602,The Notorious B.I.G.,Playa Hater,45
chunk4_row33603,The Notorious B.I.G.,Nasty Boy,111
chunk4_row33604,The Notorious B.I.G.,Fuck Me Interlude,20
chunk4_row33605,The Notorious B.I.G.,Intro,75
chunk4_row33606,The Notorious B.I.G.,Dead Wrong Advance,87
chunk4_row33608,The Notorious B.I.G.,Freestyle - Mister Cee,48
chunk4_row33609,The Notorious B.I.G.,Guaranteed Raw Demo,83
chunk4_row33610,The Notorious B.I.G.,Microphone Murderer,50
chunk4_row33611,The Notorious B.I.G.,Love No Ho Demo,83
chunk4_row33612,The Notorious B.I.G.,Real Niggaz,133
chunk4_row33625,Eazy-E & Ron-De-Vu,Fat Girl,41
chunk4_row33995,Sticky Fingaz,Jackin For Beats 99,76
chunk4_row34059,Pharoahe Monch,Mayor,58
chunk4_row34064,Pharoahe Monch,WWIII,75
chunk4_row34167,Pharoahe Monch,Livin it Up,54
chunk4_row34176,Pharoahe Monch,Right Here Remix,100
chunk4_row34238,Outsidaz,The Bricks,72
chunk4_row34240,Outsidaz,Keep On,68
chunk4_row34242,Outsidaz,Im Leavin Single Version,56
chunk4_row34243,Outsidaz,Money Money Money Remix,69
chunk4_row34244,Outsidaz,Hell Yeah,46
chunk4_row34245,Outsidaz,Music,57
chunk4_row34246,Outsidaz,Sign of the Power,57
chunk4_row34247,Outsidaz,State to State,62
chunk4_row34248,Outsidaz,Rehab,49
chunk4_row34249,Outsidaz,We Be The Os,83
chunk4_row34250,Outsidaz,Dont Look Now,66
chunk4_row34251,Outsidaz,Its Goin Down,79
chunk4_row34252,Outsidaz,Night Life,96
chunk4_row34253,Outsidaz,Yo Doe Doe,60
chunk4_row34254,Outsidaz,Money Money Money,69
chunk4_row34256,Outsidaz,Rush Ya Clique,103
chunk4_row34257,Outsidaz,Done in the Game,62
chunk4_row34259,Outsidaz,Macosa,102
chunk4_row34261,Outsidaz,Who You Be,95
chunk4_row34273,Pharoahe Monch,Hold On,80
chunk4_row34274,Pharoahe Monch,Welcome to the Terrordome,84
chunk4_row34275,Pharoahe Monch,So Good,40
chunk4_row34276,Pharoahe Monch,God Send,54
chunk4_row34277,Pharoahe Monch,When the Gun Draws,62
chunk4_row34278,Pharoahe Monch,Hell,58
chunk4_row34279,Pharoahe Monch,No Mercy,76
chunk4_row34280,Pharoahe Monch,Behind Closed Doors,59
chunk4_row34281,Pharoahe Monch,Trilogy,108
chunk4_row34282,Pharoahe Monch,Intro Internal Affairs,40
chunk4_row34283,Pharoahe Monch,Official,78
chunk4_row34284,Pharoahe Monch,Rape,56
chunk4_row34285,Pharoahe Monch,Queens,68
chunk4_row34286,Pharoahe Monch,Right Here,75
chunk4_row34287,Pharoahe Monch,Internal Affairs,140
chunk4_row34288,Pharoahe Monch,The Truth,73
chunk4_row34289,Pharoahe Monch,Broken Heart,43
chunk4_row34290,Pharoahe Monch,The Ass,58
chunk4_row34291,Pharoahe Monch,The Light,62
chunk4_row34292,Pharoahe Monch,Fuck You,72
chunk4_row34293,Pharoahe Monch,Madden 2002 Theme,26
chunk4_row34297,Pharoahe Monch,What is the Law,42
chunk4_row34328,Project Playaz,Buck With Me,106
chunk4_row34968,Phil Anastasia,Aqui Mando Yo,71
chunk4_row34969,Phil Anastasia,The Outfit LP,102
chunk4_row34971,Phil Anastasia,P Knuckles,71
chunk4_row35166,Playaz Circle,Duffle Bag Boy Remix,66
chunk4_row35168,Playaz Circle,1 Trap Pick,42
chunk4_row35170,Playaz Circle,Paper Chaser,74
chunk4_row35174,Playaz Circle,Duffle Bag Boy,80
chunk4_row35270,P.O.D. (Power of Dollaz),Somethings Goin On,67
chunk4_row35431,Prodigy of Mobb Deep,Do It,69
chunk4_row35440,Prodigy of Mobb Deep,Genesis,54
chunk4_row35441,Prodigy of Mobb Deep,Gun Play,112
chunk4_row35442,Prodigy of Mobb Deep,Cant Complain,80
chunk4_row35634,Prodigy of Mobb Deep,You Can Never Feel My Pain,54
chunk4_row35635,Prodigy of Mobb Deep,Delt with the Bullshit,70
chunk4_row35636,Prodigy of Mobb Deep,H.N.I.C,57
chunk4_row35638,Prodigy of Mobb Deep,Trials of Love,61
chunk4_row35639,Prodigy of Mobb Deep,Rock Dat Shit,78
chunk4_row35640,Prodigy of Mobb Deep,Y.B.E.,65
chunk4_row35641,Prodigy of Mobb Deep,Infamous Minded,97
chunk4_row35642,Prodigy of Mobb Deep,What U Rep,104
chunk4_row35643,Prodigy of Mobb Deep,3 Stacks,56
chunk4_row35644,Prodigy of Mobb Deep,ABC,55
chunk4_row35645,The Alchemist & Prodigy,Bang on Em,59
chunk4_row35646,Prodigy of Mobb Deep,Click Clack,45
chunk4_row35647,Prodigy of Mobb Deep,Dirty New Yorker,40
chunk4_row35648,Prodigy of Mobb Deep,Field Marshal P,60
chunk4_row35649,Prodigy of Mobb Deep,Illuminati,49
chunk4_row35650,Prodigy of Mobb Deep,I Want Out,61
chunk4_row35651,Prodigy of Mobb Deep,My World Is Empty Without You,51
chunk4_row35654,Prodigy of Mobb Deep,Real Power Is People,45
chunk4_row35655,Prodigy of Mobb Deep,New Yitty,40
chunk4_row35656,Prodigy of Mobb Deep,Its Nothing,64
chunk4_row35657,Prodigy of Mobb Deep,Wanna Be Thugs,40
chunk4_row35658,Prodigy of Mobb Deep,When I See You,45
chunk4_row35659,The Alchemist & Prodigy,7th Heaven,40
chunk4_row35660,Prodigy of Mobb Deep,Veterans Memorial Pt. 2,56
chunk4_row35661,Prodigy of Mobb Deep,The Life,49
chunk4_row35662,The Alchemist & Prodigy,Nickel and a Nail,50
chunk4_row35663,Prodigy of Mobb Deep,Young Veterans,58
